"VBIS Classification","2021-06-16",,,,"Brick Equipment Classes",,,,,,
"Level 1","Level 2","Level 3","Level 4",,,,,,,,
"Electrical Lighting","Documents","Manual","Manufacturer","EL-Doc-Man-Ma",,,,,,,
"Electrical Lighting","Documents","Manual","O&M Manual","EL-Doc-Man-OM",,,,,,,
"Electrical Lighting","Documents","Maintenance",,"EL-Doc-Ma",,,,,,,
"Electrical Lighting","Documents","Maintenance","Certificate","EL-Doc-Ma-Ce",,,,,,,
"Electrical Lighting","Documents","Maintenance","Corrective Action Record","EL-Doc-Ma-CAR",,,,,,,
"Electrical Lighting","Documents","Maintenance","Inspection Report","EL-Doc-Ma-IR",,,,,,,
"Electrical Lighting","Documents","Maintenance","Operating Procedure","EL-Doc-Ma-OP",,,,,,,
"Electrical Lighting","Documents","Maintenance","Preventative Maintenance Record","EL-Doc-Ma-PMR",,,,,,,
"Electrical Lighting","Documents","Maintenance","Repair Recommendation","EL-Doc-Ma-RR",,,,,,,
"Electrical Lighting","Documents","Maintenance","Switching Procedure","EL-Doc-Ma-SP",,,,,,,
"Electrical Lighting","Documents","Media",,"EL-Doc-Me",,,,,,,
"Electrical Lighting","Documents","Media","Audio","EL-Doc-Me-Au",,,,,,,
"Electrical Lighting","Documents","Media","Image","EL-Doc-Me-Im",,,,,,,
"Electrical Lighting","Documents","Media","Movie","EL-Doc-Me-Mo",,,,,,,
"Electrical Lighting","Documents","Model",,"EL-Doc-Mo",,,,,,,
"Electrical Lighting","Documents","Model","Source File","EL-Doc-Mo-SF",,,,,,,
"Electrical Lighting","Documents","Model","Federated File","EL-Doc-Mo-FF",,,,,,,
"Electrical Lighting","Documents","Model","Point Cloud Scan","EL-Doc-Mo-PCS",,,,,,,
"Electrical Lighting","Documents","OH&S",,"EL-Doc-OHS",,,,,,,
"Electrical Lighting","Documents","OH&S","Guideline","EL-Doc-OHS-Gu",,,,,,,
"Electrical Lighting","Documents","OH&S","Hazard Register","EL-Doc-OHS-HReg",,,,,,,
"Electrical Lighting","Documents","OH&S","Management System","EL-Doc-OHS-MS",,,,,,,
"Electrical Lighting","Documents","OH&S","Plan","EL-Doc-OHS-Pl",,,,,,,
"Electrical Lighting","Documents","OH&S","Policy","EL-Doc-OHS-Po",,,,,,,
"Electrical Lighting","Documents","OH&S","Procedure","EL-Doc-OHS-Pr",,,,,,,
"Electrical Lighting","Documents","OH&S","Risk Analysis","EL-Doc-OHS-RA",,,,,,,
"Electrical Lighting","Documents","OH&S","Risk Register","EL-Doc-OHS-RReg",,,,,,,
"Electrical Lighting","Documents","OH&S","Safe Work Instruction","EL-Doc-OHS-SWI",,,,,,,
"Electrical Lighting","Documents","OH&S","Safety Data Sheet","EL-Doc-OHS-SDS",,,,,,,
"Electrical Lighting","Documents","OH&S","Safety Plan","EL-Doc-OHS-SP",,,,,,,
"Electrical Lighting","Documents","Programme",,"EL-Doc-Pr",,,,,,,
"Electrical Lighting","Documents","Register",,"EL-Doc-Reg",,,,,,,
"Electrical Lighting","Documents","Register","Assets","EL-Doc-Reg-As",,,,,,,
"Electrical Lighting","Documents","Register","Documents","EL-Doc-Reg-Doc",,,,,,,
"Electrical Lighting","Documents","Register","Equipment","EL-Doc-Reg-Eq",,,,,,,
"Electrical Lighting","Documents","Report",,"EL-Doc-Re",,,,,,,
"Electrical Lighting","Documents","Schedule",,"EL-Doc-Sc",,,,,,,
"Electrical Lighting","Documents","Software",,"EL-Doc-So",,,,,,,
"Electrical Lighting","Documents","Software","Operating System","EL-Doc-So-OS",,,,,,,
"Electrical Lighting","Documents","Software","Firmware","EL-Doc-So-Fi",,,,,,,
"Electrical Lighting","Documents","Software","Application","EL-Doc-So-Ap",,,,,,,
"Electrical Lighting","Documents","Specification",,"EL-Doc-Spec",,,,,,,
"Electrical Lighting","Documents","Technical Literature",,"EL-Doc-TL",,,,,,,
"Electrical Lighting","Documents","Template",,"EL-Doc-Te",,,,,,,
"Electrical Lighting","Documents","Template","Document","EL-Doc-Te-Doc",,,,,,,
"Electrical Lighting","Documents","Template","Drawing","EL-Doc-Te-Dr",,,,,,,
"Electrical Lighting","Documents","Template","Model","EL-Doc-Te-Mo",,,,,,,
"Electrical Lighting","Documents","Template","Presentation","EL-Doc-Te-Pr",,,,,,,
"Electrical Lighting","Documents","Template","Spreadsheet","EL-Doc-Te-Sp",,,,,,,
"Electrical Lighting","Documents","Test Results",,"EL-Doc-TR",,,,,,,
"Electrical Lighting","Documents","Warranty",,"EL-Doc-Wa",,,,,,,
"Electrical Lighting","Documents","Warranty","Certificate","EL-Doc-Wa-Ce",,,,,,,
"Electrical Lighting","Documents","Warranty","Claim","EL-Doc-Wa-Cl",,,,,,,
"Electrical Lighting","Documents","Warranty","Terms& Conditions","EL-Doc-Wa-TC",,,,,,,
"Electrical Lighting","Documents","Warranty","Warranty Record","EL-Doc-Wa-WR",,,,,,,
"Electrical Power",,,,"EP","brick: Electrical Equipment",,,,,,
"Electrical Power","AC Power Conditioner",,,"EP-ACPC","brick: Electrical Equipment",,,,,,
"Electrical Power","AC Power Conditioner","Multi volt",,"EP-ACPC-MV","brick: Electrical Equipment",,,,,,
"Electrical Power","AC Power Conditioner","Hard Wired",,"EP-ACPC-HW","brick: Electrical Equipment",,,,,,
"Electrical Power","AC Power Conditioner","Portable",,"EP-ACPC-Po","brick: Electrical Equipment",,,,,,
"Electrical Power","Active Equipment",,,"EP-AE","brick: Electrical Equipment",,,,,,
"Electrical Power","Active Equipment","Router",,"EP-AE-Ro","brick: Electrical Equipment",,,,,,
"Electrical Power","Active Equipment","Switch",,"EP-AE-Sw","brick: Electrical Equipment",,,,,,
"Electrical Power","Active Equipment","Switch","Standard","EP-AE-Sw-St","brick: Electrical Equipment",,,,,,
"Electrical Power","Active Equipment","Switch","Power Over Ethernet","EP-AE-Sw-POE","brick: Electrical Equipment",,,,,,
"Electrical Power","Active Equipment","Modem",,"EP-AE-Mo","brick: Electrical Equipment",,,,,,
"Electrical Power","Active Equipment","Server",,"EP-AE-Se","brick: Electrical Equipment",,,,,,
"Electrical Power","Active Equipment","Server","Rack","EP-AE-Se-Ra","brick: Electrical Equipment",,,,,,
"Electrical Power","Active Equipment","Server","Tower","EP-AE-Se-To","brick: Electrical Equipment",,,,,,
"Electrical Power","Active Equipment","Workstation",,"EP-AE-Wo","brick: Electrical Equipment",,,,,,
"Electrical Power","Active Equipment","Workstation","Rack","EP-AE-Wo-Ra","brick: Electrical Equipment",,,,,,
"Electrical Power","Active Equipment","Workstation","Desktop","EP-AE-Wo-De","brick: Electrical Equipment",,,,,,
"Electrical Power","Active Equipment","Printer",,"EP-AE-Pr","brick: Electrical Equipment",,,,,,
"Electrical Power","Active Equipment","Printer","Inkjet","EP-AE-Pr-In","brick: Electrical Equipment",,,,,,
"Electrical Power","Active Equipment","Printer","Laser","EP-AE-Pr-La","brick: Electrical Equipment",,,,,,
"Electrical Power","Busduct",,,"EP-BD","brick: Bus Riser",,,,,,
"Electrical Power","Busduct","Low Voltage",,"EP-BD-LV","brick: Bus Riser",,,,,,
"Electrical Power","Busduct","Medium Voltage",,"EP-BD-MV","brick: Bus Riser",,,,,,
"Electrical Power","Battery Systems",,,"EP-BS","brick: Electrical Equipment",,,,,,
"Electrical Power","Battery Systems","Batteries",,"EP-BS-Ba","brick: Battery",,,,,,
"Electrical Power","Battery Systems","Batteries","Nickel Cadmium Batteries","EP-BS-Ba-NCB","brick: Battery",,,,,,
"Electrical Power","Battery Systems","Batteries","Nickel-Metal Hydride Batteries","EP-BS-Ba-NHB","brick: Battery",,,,,,
"Electrical Power","Battery Systems","Batteries","Lithium-ion Batteries","EP-BS-Ba-LB","brick: Battery",,,,,,
"Electrical Power","Battery Systems","Batteries","Lead Acid Batteries","EP-BS-Ba-LAB","brick: Battery",,,,,,
"Electrical Power","Battery Systems","Batteries","Flooded Cell","EP-BS-Ba-FC","brick: Battery",,,,,,
"Electrical Power","Battery Systems","Slow Charger",,"EP-BS-SC","brick: Energy Storage",,,,,,
"Electrical Power","Battery Systems","Battery Manager",,"EP-BS-BMa","brick: Energy Storage",,,,,,
"Electrical Power","Battery Systems","Battery Monitoring",,"EP-BS-BM","brick: Energy Storage",,,,,,
"Electrical Power","Battery Systems","Battery Monitoring","Digital","EP-BS-BM-Di","brick: Energy Storage",,,,,,
"Electrical Power","Battery Systems","Battery Monitoring","Analogue","EP-BS-BM-An","brick: Energy Storage",,,,,,
"Electrical Power","Battery Systems","Battery Monitoring","Smart Monitoring","EP-BS-BM-SM","brick: Energy Storage",,,,,,
"Electrical Power","Cable",,,"EP-Ca","brick: Electrical Equipment",,,,,,
"Electrical Power","Cable","PVC SDI",,"EP-Ca-PVC","brick: Electrical Equipment",,,,,,
"Electrical Power","Cable","PVC SDI","SDI","EP-Ca-PVC-Sd","brick: Electrical Equipment",,,,,,
"Electrical Power","Cable","PVC SDI","Flat","EP-Ca-PVC-Fl","brick: Electrical Equipment",,,,,,
"Electrical Power","Cable","PVC SDI","Circular","EP-Ca-PVC-Ci","brick: Electrical Equipment",,,,,,
"Electrical Power","Cable","PVC SDI","SWA Circular","EP-Ca-PVC-SC","brick: Electrical Equipment",,,,,,
"Electrical Power","Cable","PVC SDI","Control Multicore","EP-Ca-PVC-ConM","brick: Electrical Equipment",,,,,,
"Electrical Power","Cable","PVC SDI","SWA Control Multicore","EP-Ca-PVC-SConM","brick: Electrical Equipment",,,,,,
"Electrical Power","Cable","XLPE",,"EP-Ca-Xl","brick: Electrical Equipment",,,,,,
"Electrical Power","Cable","XLPE","PVC Single Core","EP-Ca-Xl-PSC","brick: Electrical Equipment",,,,,,
"Electrical Power","Cable","XLPE","PVC Multicore","EP-Ca-Xl-PM","brick: Electrical Equipment",,,,,,
"Electrical Power","Cable","XLPE","PVC SWA Multicore","EP-Ca-Xl-PSM","brick: Electrical Equipment",,,,,,
"Electrical Power","Cable","XLPE","URD Power","EP-Ca-Xl-UP","brick: Electrical Equipment",,,,,,
"Electrical Power","Cable","XLPE","Aerial Bundled","EP-Ca-Xl-AB","brick: Electrical Equipment",,,,,,
"Electrical Power","Cable","Flex",,"EP-Ca-Fl","brick: Electrical Equipment",,,,,,
"Electrical Power","Containment",,,"EP-Co","brick: Electrical Equipment",,,,,,
"Electrical Power","Containment","Cable Ladder",,"EP-Co-CL","brick: Electrical Equipment",,,,,,
"Electrical Power","Containment","Cable Ladder","Galvanised","EP-Co-CL-Ga","brick: Electrical Equipment",,,,,,
"Electrical Power","Containment","Cable Ladder","Stainless","EP-Co-CL-St","brick: Electrical Equipment",,,,,,
"Electrical Power","Containment","Cable Ducting",,"EP-Co-CD","brick: Electrical Equipment",,,,,,
"Electrical Power","Containment","Cable Ducting","Metal ","EP-Co-CD-Me","brick: Electrical Equipment",,,,,,
"Electrical Power","Containment","Cable Ducting","Plastic","EP-Co-CD-Pl","brick: Electrical Equipment",,,,,,
"Electrical Power","Containment","Cable Tray",,"EP-Co-CT","brick: Electrical Equipment",,,,,,
"Electrical Power","Containment","Cable Tray","Standard","EP-Co-CT-St","brick: Electrical Equipment",,,,,,
"Electrical Power","Containment","Cable Tray","Fire Rated","EP-Co-CT-FR","brick: Electrical Equipment",,,,,,
"Electrical Power","Containment","Skirting Duct",,"EP-Co-SD","brick: Electrical Equipment",,,,,,
"Electrical Power","Containment","Skirting Duct","Polyvinyl chloride (PVC)","EP-Co-SD-PVC","brick: Electrical Equipment",,,,,,
"Electrical Power","Containment","Skirting Duct","Metal","EP-Co-SD-Me","brick: Electrical Equipment",,,,,,
"Electrical Power","Containment","Wall Duct",,"EP-Co-WD","brick: Electrical Equipment",,,,,,
"Electrical Power","Containment","Wall Duct","Polyvinyl chloride (PVC)","EP-Co-WD-PVC","brick: Electrical Equipment",,,,,,
"Electrical Power","Containment","Wall Duct","Metal","EP-Co-WD-Me","brick: Electrical Equipment",,,,,,
"Electrical Power","Controls Equipment Panel",,,"EP-ConEP","brick: Electrical Equipment",,,,,,
"Electrical Power","Controls Equipment Panel","Main Panel",,"EP-ConEP-MP","brick: Electrical Equipment",,,,,,
"Electrical Power","Controls Equipment Panel","Network Panel",,"EP-ConEP-NP","brick: Electrical Equipment",,,,,,
"Electrical Power","Controls Equipment Panel","Distributed Panel",,"EP-ConEP-DP","brick: Electrical Equipment",,,,,,
"Electrical Power","Controls Equipment Panel","Alarm Panel",,"EP-ConEP-AP","brick: Electrical Equipment",,,,,,
"Electrical Power","Data Gathering Panel",,,"EP-DGP","brick: Electrical Equipment",,,,,,
"Electrical Power","Direct Current Rectifier",,,"EP-DCR","brick: Electrical Equipment",,,,,,
"Electrical Power","Direct Current Rectifier","Medium Current Rectifier",,"EP-DCR-MCR","brick: Electrical Equipment",,,,,,
"Electrical Power","Direct Current Rectifier","High Current Rectifier",,"EP-DCR-HCR","brick: Electrical Equipment",,,,,,
"Electrical Power","Earthing System",,,"EP-ES","brick: Electrical Equipment",,,,,,
"Electrical Power","Earthing System","Electrode",,"EP-ES-El","brick: Electrical Equipment",,,,,,
"Electrical Power","Earthing System","Earthing Terminal",,"EP-ES-ET","brick: Electrical Equipment",,,,,,
"Electrical Power","Floor Box",,,"EP-FB","brick: Electrical Equipment",,,,,,
"Electrical Power","Fuel Cell",,,"EP-FC","brick: Electrical Equipment",,,,,,
"Electrical Power","General Purpose Outlet",,,"EP-GPO","brick: Electrical Equipment",,,,,,
"Electrical Power","General Purpose Outlet","Single Phase",,"EP-GPO-SP","brick: Electrical Equipment",,,,,,
"Electrical Power","General Purpose Outlet","Single Phase","Single","EP-GPO-SP-Si","brick: Electrical Equipment",,,,,,
"Electrical Power","General Purpose Outlet","Single Phase","Double","EP-GPO-SP-Do","brick: Electrical Equipment",,,,,,
"Electrical Power","General Purpose Outlet","Single Phase","Multi","EP-GPO-SP-Mu","brick: Electrical Equipment",,,,,,
"Electrical Power","General Purpose Outlet","Single Phase","Residual Current Device","EP-GPO-SP-RCD","brick: Electrical Equipment",,,,,,
"Electrical Power","General Purpose Outlet","Single Phase","Captive","EP-GPO-SP-Ca","brick: Electrical Equipment",,,,,,
"Electrical Power","General Purpose Outlet","Single Phase with USB Power Output",,"EP-GPO-SPUSB","brick: Electrical Equipment",,,,,,
"Electrical Power","General Purpose Outlet","Single Phase with USB Power Output","Single","EP-GPO-SPUSB-Si","brick: Electrical Equipment",,,,,,
"Electrical Power","General Purpose Outlet","Single Phase with USB Power Output","Double","EP-GPO-SPUSB-Do","brick: Electrical Equipment",,,,,,
"Electrical Power","General Purpose Outlet","Single Phase with USB Power Output","Multi","EP-GPO-SPUSB-Mu","brick: Electrical Equipment",,,,,,
"Electrical Power","General Purpose Outlet","Single Phase with USB Power Output","Residual Current Device","EP-GPO-SPUSB-RCD","brick: Electrical Equipment",,,,,,
"Electrical Power","General Purpose Outlet","Single Phase with USB Power Output","Captive","EP-GPO-SPUSB-Ca","brick: Electrical Equipment",,,,,,
"Electrical Power","General Purpose Outlet","3 Phase ",,"EP-GPO-3P","brick: Electrical Equipment",,,,,,
"Electrical Power","General Purpose Outlet","3 Phase ","Captive","EP-GPO-3P-Ca","brick: Electrical Equipment",,,,,,
"Electrical Power","General Purpose Outlet","3 Phase ","Residual Voltage Device","EP-GPO-3P-RVD","brick: Electrical Equipment",,,,,,
"Electrical Power","Generator",,,"EP-Ge","brick: Electrical Equipment",,,,,,
"Electrical Power","Generator","Containerised Set",,"EP-Ge-CS","brick: Electrical Equipment",,,,,,
"Electrical Power","Generator","Diesel Reciprocating Engine",,"EP-Ge-DRE","brick: Electrical Equipment",,,,,,
"Electrical Power","Generator","Gas Reciprocating Engine",,"EP-Ge-GRE","brick: Electrical Equipment",,,,,,
"Electrical Power","Generator","Gas Turbine",,"EP-Ge-GT","brick: Electrical Equipment",,,,,,
"Electrical Power","Generator","Radiator",,"EP-Ge-Ra","brick: Electrical Equipment",,,,,,
"Electrical Power","Generator","Radiator Fan",,"EP-Ge-RF","brick: Electrical Equipment",,,,,,
"Electrical Power","Generator","Fuel Transfer Pumpset",,"EP-Ge-FTP","brick: Electrical Equipment",,,,,,
"Electrical Power","Generator","Bulk Fuel Tank",,"EP-Ge-BFT","brick: Electrical Equipment",,,,,,
"Electrical Power","Generator","Bulk Fuel Tank","Above Ground","EP-Ge-BFT-AG","brick: Electrical Equipment",,,,,,
"Electrical Power","Generator","Bulk Fuel Tank","Below Ground","EP-Ge-BFT-BG","brick: Electrical Equipment",,,,,,
"Electrical Power","Generator","Fuel Fill Point",,"EP-Ge-FFP","brick: Electrical Equipment",,,,,,
"Electrical Power","Generator","Day Tank",,"EP-Ge-DT","brick: Electrical Equipment",,,,,,
"Electrical Power","Generator","Control Panel",,"EP-Ge-ConP","brick: Electrical Equipment",,,,,,
"Electrical Power","Isolators",,,"EP-Is","brick: Electrical Equipment",,,,,,
"Electrical Power","Isolators","Trapped key interlock ",,"EP-Is-TKI","brick: Electrical Equipment",,,,,,
"Electrical Power","Isolators","Lockout Cabinets",,"EP-Is-LC","brick: Electrical Equipment",,,,,,
"Electrical Power","Isolators","Single Phase",,"EP-Is-SP","brick: Electrical Equipment",,,,,,
"Electrical Power","Isolators","Single Phase","Non-Lockable","EP-Is-SP-No","brick: Electrical Equipment",,,,,,
"Electrical Power","Isolators","Single Phase","Lockable","EP-Is-SP-Lo","brick: Electrical Equipment",,,,,,
"Electrical Power","Isolators","3 Phase ",,"EP-Is-3P","brick: Electrical Equipment",,,,,,
"Electrical Power","Isolators","3 Phase ","Non-Lockable","EP-Is-3P-No","brick: Electrical Equipment",,,,,,
"Electrical Power","Isolators","3 Phase ","Lockable","EP-Is-3P-Lo","brick: Electrical Equipment",,,,,,
"Electrical Power","Lightning Protection",,,"EP-LP","brick: Electrical Equipment",,,,,,
"Electrical Power","Lightning Protection","Air Terminal",,"EP-LP-AT","brick: Electrical Equipment",,,,,,
"Electrical Power","Lightning Protection","Conductor Cables",,"EP-LP-CC","brick: Electrical Equipment",,,,,,
"Electrical Power","Lightning Protection","Ground Rods",,"EP-LP-GR","brick: Electrical Equipment",,,,,,
"Electrical Power","Load Bank",,,"EP-LB","brick: Electrical Equipment",,,,,,
"Electrical Power","Load Bank","Portable",,"EP-LB-Po","brick: Electrical Equipment",,,,,,
"Electrical Power","Load Bank","Fixed",,"EP-LB-Fi","brick: Electrical Equipment",,,,,,
"Electrical Power","Load Bank","Connection Cabling",,"EP-LB-CC","brick: Electrical Equipment",,,,,,
"Electrical Power","Meters",,,"EP-Me","brick: Electrical Meter",,,,,,
"Electrical Power","Meters","Authority",,"EP-Me-Au","brick: Electrical Meter",,,,,,
"Electrical Power","Meters","Multi Function Meter",,"EP-Me-MFM","brick: Electrical Meter",,,,,,
"Electrical Power","Meters","Embedded Network Meter",,"EP-Me-ENM","brick: Electrical Meter",,,,,,
"Electrical Power","Meters","Power",,"EP-Me-Po","brick: Electrical Meter",,,,,,
"Electrical Power","Meters","Ammeter",,"EP-Me-Am","brick: Electrical Meter",,,,,,
"Electrical Power","Meters","Voltmeter",,"EP-Me-Vo","brick: Electrical Meter",,,,,,
"Electrical Power","Power Converter",,,"EP-PC","brick: Electrical Equipment",,,,,,
"Electrical Power","Power Factor Correction",,,"EP-PFC","brick: Electrical Equipment",,,,,,
"Electrical Power","Power Factor Correction","Passive",,"EP-PFC-Pa","brick: Electrical Equipment",,,,,,
"Electrical Power","Power Factor Correction","Active",,"EP-PFC-Ac","brick: Electrical Equipment",,,,,,
"Electrical Power","Programmable Logic Controller",,,"EP-PLC","brick: Electrical Equipment",,,,,,
"Electrical Power","Programmable Logic Controller","Main Controller",,"EP-PLC-MCon","brick: Electrical Equipment",,,,,,
"Electrical Power","Programmable Logic Controller","Distributed IO",,"EP-PLC-DIO","brick: Electrical Equipment",,,,,,
"Electrical Power","Programmable Logic Controller","Distributed Controller",,"EP-PLC-DCon","brick: Electrical Equipment",,,,,,
"Electrical Power","Programmable Logic Controller","Standalone",,"EP-PLC-St","brick: Electrical Equipment",,,,,,
"Electrical Power","Programmable Logic Controller","Gateway",,"EP-PLC-Ga","brick: Electrical Equipment",,,,,,
"Electrical Power","Programmable Logic Controller","Display",,"EP-PLC-Di","brick: Electrical Equipment",,,,,,
"Electrical Power","Solar power system",,,"EP-SPS","brick: Electrical Equipment",,,,,,
"Electrical Power","Solar power system","Panels",,"EP-SPS-Pa","brick: PVT Panel",,,,,,
"Electrical Power","Solar power system","Inverter",,"EP-SPS-In","brick: Inverter",,,,,,
"Electrical Power","Solar power system","Control System",,"EP-SPS-ConS","brick: Electrical Equipment",,,,,,
"Electrical Power","Switchboard",,,"EP-SB","brick: Breaker Panel",,,,,,
"Electrical Power","Switchboard","HV Switchboard",,"EP-SB-HVSB","brick: Breaker Panel",,,,,,
"Electrical Power","Switchboard","Ring Main Unit",,"EP-SB-RMU","brick: Breaker Panel",,,,,,
"Electrical Power","Switchboard","Main Switch Board",,"EP-SB-MSB","brick: Breaker Panel",,,,,,
"Electrical Power","Switchboard","Mechanical Services Switch Board",,"EP-SB-MSSB","brick: Breaker Panel",,,,,,
"Electrical Power","Switchboard","Generator Switchboard",,"EP-SB-GSB","brick: Breaker Panel",,,,,,
"Electrical Power","Switchboard","Co- Gen Switchboard",,"EP-SB-CGSB","brick: Breaker Panel",,,,,,
"Electrical Power","Switchboard","UPS Switch Board",,"EP-SB-UPSSB","brick: Breaker Panel",,,,,,
"Electrical Power","Switchboard","Distribution Board",,"EP-SB-DB","brick: Breaker Panel",,,,,,
"Electrical Power","Switchboard","UPS Distribution Board",,"EP-SB-UPSDB","brick: Breaker Panel",,,,,,
"Electrical Power","Switchboard","Tee- Off Box",,"EP-SB-TOB","brick: Breaker Panel",,,,,,
"Electrical Power","Switchboard","Temporary Connection Pillar",,"EP-SB-TCP","brick: Breaker Panel",,,,,,
"Electrical Power","Switchboard","Meter Panel",,"EP-SB-MP","brick: Breaker Panel",,,,,,
"Electrical Power","Switchboard","UPS By-Pass",,"EP-SB-UB","brick: Breaker Panel",,,,,,
"Electrical Power","Switches",,,"EP-Sw","brick: Electrical Equipment",,,,,,
"Electrical Power","Switches","Wall Plate",,"EP-Sw-WP","brick: Electrical Equipment",,,,,,
"Electrical Power","Switches","Wall Plate","Single Gang","EP-Sw-WP-SG","brick: Electrical Equipment",,,,,,
"Electrical Power","Switches","Wall Plate","Double Gang","EP-Sw-WP-DG","brick: Electrical Equipment",,,,,,
"Electrical Power","Switches","Wall Plate","Triple Gang","EP-Sw-WP-TG","brick: Electrical Equipment",,,,,,
"Electrical Power","Switches","Wall Plate","Quad Gang","EP-Sw-WP-QG","brick: Electrical Equipment",,,,,,
"Electrical Power","Switches","Wall Plate","Multi ","EP-Sw-WP-Mu","brick: Electrical Equipment",,,,,,
"Electrical Power","Switches","Wall Plate","Dimmer","EP-Sw-WP-Di","brick: Electrical Equipment",,,,,,
"Electrical Power","Switchgear",,,"EP-SG","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Air Circuit Breaker",,"EP-SG-ACB","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Air Circuit Breaker High Voltage",,"EP-SG-ACBHV","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Automatic Transfer Switch",,"EP-SG-ATS","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Motorised Transfer Switch",,"EP-SG-MTS","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Circuit Breaker",,"EP-SG-CB","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Fuse",,"EP-SG-Fu","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Fuse Switch",,"EP-SG-FSw","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Harmonic Filter",,"EP-SG-HF","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Minatare Circuit Breaker",,"EP-SG-MCB","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Moulded Case Circuit Breakers",,"EP-SG-MCCB","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Power Transfer Switch",,"EP-SG-PTS","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Residual Current Device",,"EP-SG-RCD","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Soft Starter",,"EP-SG-SS","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Static Transfer Switch",,"EP-SG-STS","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Surge Diverter",,"EP-SG-SD","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Surge Filter",,"EP-SG-SF","brick: Switchgear",,,,,,
"Electrical Power","Switchgear","Thermal Overload ",,"EP-SG-TO","brick: Switchgear",,,,,,
"Electrical Power","Tap Changer",,,"EP-TC","brick: Electrical Equipment",,,,,,
"Electrical Power","Tap Changer","On Load Tap Changer",,"EP-TC-OLTC","brick: Electrical Equipment",,,,,,
"Electrical Power","Tap Changer","No Load Tap Changer",,"EP-TC-NLTC","brick: Electrical Equipment",,,,,,
"Electrical Power","Transformer",,,"EP-Tr","brick: Transformer",,,,,,
"Electrical Power","Transformer","HV",,"EP-Tr-Hv","brick: Transformer",,,,,,
"Electrical Power","Transformer","HV","Oil Cooled","EP-Tr-Hv-OC","brick: Transformer",,,,,,
"Electrical Power","Transformer","LV",,"EP-Tr-Lv","brick: Transformer",,,,,,
"Electrical Power","Transformer","LV","Kiosk","EP-Tr-Lv-Ki","brick: Transformer",,,,,,
"Electrical Power","Transformer","LV","Pole","EP-Tr-Lv-Po","brick: Transformer",,,,,,
"Electrical Power","Transformer","LV","Enclosed","EP-Tr-Lv-En","brick: Transformer",,,,,,
"Electrical Power","Transformer","LV","Step Up","EP-Tr-Lv-SU","brick: Transformer",,,,,,
"Electrical Power","Transformer","LV","Step Down","EP-Tr-Lv-SD","brick: Transformer",,,,,,
"Electrical Power","Transformer","Extra LV",,"EP-Tr-EL","brick: Transformer",,,,,,
"Electrical Power","Transformer","Extra LV","Step Up","EP-Tr-EL-SU","brick: Transformer",,,,,,
"Electrical Power","Transformer","Extra LV","Step Down","EP-Tr-EL-SD","brick: Transformer",,,,,,
"Electrical Power","Trap Key Interlock",,,"EP-TKI","brick: Electrical Equipment",,,,,,
"Electrical Power","Trap Key Interlock","Key Exchange",,"EP-TKI-KE","brick: Electrical Equipment",,,,,,
"Electrical Power","UPS",,,"EP-UPS","brick: Energy Storage",,,,,,
"Electrical Power","UPS","Rotary",,"EP-UPS-Ro","brick: Energy Storage",,,,,,
"Electrical Power","UPS","Static",,"EP-UPS-St","brick: Energy Storage",,,,,,
"Electrical Power","Wind turbine",,,"EP-WT","brick: Electrical Equipment",,,,,,
"Electrical Power","Wind turbine","Horizontal Axis",,"EP-WT-HA","brick: Electrical Equipment",,,,,,
"Electrical Power","Wind turbine","Vertical Axis",,"EP-WT-VA","brick: Electrical Equipment",,,,,,
"Electrical Power","Documents",,,"EP-Doc",,,,,,,
"Electrical Power","Documents","Advice Note",,"EP-Doc-AN",,,,,,,
"Electrical Power","Documents","Brief",,"EP-Doc-Br",,,,,,,
"Electrical Power","Documents","Brief","Client","EP-Doc-Br-Cl",,,,,,,
"Electrical Power","Documents","Brief","Return","EP-Doc-Br-Re",,,,,,,
"Electrical Power","Documents","Calculations",,"EP-Doc-Calc",,,,,,,
"Electrical Power","Documents","Certification",,"EP-Doc-Ce",,,,,,,
"Electrical Power","Documents","Contract",,"EP-Doc-Co",,,,,,,
"Electrical Power","Documents","Contract","Conditions","EP-Doc-Co-Co",,,,,,,
"Electrical Power","Documents","Contract","Sub-contract","EP-Doc-Co-SC",,,,,,,
"Electrical Power","Documents","Contract","Statement of Work","EP-Doc-Co-SOW",,,,,,,
"Electrical Power","Documents","Contract","Return Brief","EP-Doc-Co-RB",,,,,,,
